condition,text_branch,field,comparison,metric,param,target_proposal_uid,target_cohort,n_human_reviews,human_value,ai_value,paired_diff
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y1::5,,4,2.7847168728450873,2.783725494545469,0.0009913782996182618
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y1::6,,4,2.8785024912028185,2.630705174412845,0.24779731678997363
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y1::7,,4,2.5953908933879584,2.664513842019962,-0.06912294863200374
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y1::8,,5,3.7093616303693295,3.4287211235958037,0.2806405067735258
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y1::9,,3,1.9549314787611163,1.9771013027874336,-0.022169824026317286
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y2::1,,3,1.9389179970941404,1.923500521472182,0.015417475621958276
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y2::10,,3,1.7631169200883914,1.9106127028066862,-0.14749578271829478
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y2::11,,4,2.947231921477975,2.582128383421444,0.3651035380565313
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y2::2,,3,1.9935636286706409,1.879899137280367,0.11366449139027379
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y2::3,,4,2.8433489757236803,2.803488496906566,0.03986047881711441
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y2::5,,4,2.724157602214943,2.93505167131407,-0.210894069099127
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y2::6,,4,2.645468533106961,2.81341266138151,-0.16794412827454908
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y2::7,,4,2.779245133744203,2.8866078722483524,-0.10736273850414957
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y2::8,,3,1.814530329039543,1.9367940874488674,-0.12226375840932446
baseline,rephrased,weakness,human_vs_claude,participation_ratio,,y2::9,,4,2.9754168054291332,2.856711542525729,0.11870526290340422
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::1,,4,2.8464104051505426,2.886508868445155,-0.04009846329461242
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::10,,4,2.773692382429483,2.895035793208615,-0.12134341077913202
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::11,,4,2.9633987338904304,2.7099918930814493,0.2534068408089811
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::12,,4,2.798759264527415,2.9271240695954743,-0.12836480506805925
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::2,,3,1.8645596901005155,1.9548838698832989,-0.0903241797827834
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::3,,4,2.742696787501881,2.870724754475904,-0.12802796697402297
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::4,,4,2.9363734631416336,2.857622185215301,0.07875127792633263
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::5,,4,2.883458612808162,2.8867977780583742,-0.0033391652502121616
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::6,,4,2.9363171059754403,2.797873744249064,0.13844336172637606
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::7,,4,2.7880258214457503,2.8108329023776015,-0.022807080931851242
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::8,,5,3.835585721581423,3.6873192981391663,0.14826642344225682
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y1::9,,3,1.9769902201094014,1.9883599674371317,-0.011369747327730328
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y2::1,,3,1.968578772348267,1.9596235651130556,0.008955207235211482
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y2::10,,3,1.8670849384415793,1.9512489994637865,-0.08416406102220719
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y2::11,,4,2.97372981150251,2.7578865419205956,0.21584326958191458
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y2::2,,3,1.9967722919781676,1.9348785265144823,0.0618937654636853
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y2::3,,4,2.9173744445574514,2.8945398155081214,0.02283462904932998
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y2::5,,4,2.85887032734813,2.966991111457104,-0.10812078410897419
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y2::6,,4,2.8084566228601076,2.8997153490871677,-0.0912587262270601
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y2::7,,4,2.8823527760534198,2.9410169346008734,-0.05866415854745366
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y2::8,,3,1.8986290414634668,1.9663518779401692,-0.06772283647670241
baseline,rephrased,weakness,human_vs_claude,effective_rank,,y2::9,,4,2.9873980204167605,2.926569568369228,0.06082845204753262
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::2,,3,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::3,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::4,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::5,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::6,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::7,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::8,,5,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::9,,3,1.0,0.6,0.4
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::1,,3,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::10,,3,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::11,,4,1.0,0.2,0.8
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::2,,3,1.0,0.7,0.30000000000000004
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::3,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::4,,2,1.0,0.2,0.8
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::5,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::6,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::7,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::8,,3,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::9,,4,1.0,0.65,0.35
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::1,,4,-0.6237422373967951,-0.6190150163581156,-0.004727221038679508
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::10,,4,-0.6220997553683092,-0.6080985389212353,-0.014001216447073861
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::11,,4,-0.6407981433521928,-0.6162860748465839,-0.02451206850560883
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::12,,4,-0.632538608030969,-0.6236755084639692,-0.00886309956699971
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::2,,3,-0.4839026224145583,-0.48555169419760996,0.001649071783051681
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::3,,4,-0.6169305996810298,-0.627510239317419,0.010579639636389193
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::4,,4,-0.6292153729563286,-0.6070376411866076,-0.022177731769720932
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::5,,4,-0.6251597288230791,-0.5995974286595116,-0.02556230016356753
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::6,,4,-0.6217963605350485,-0.6138374513946923,-0.00795890914035624
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::7,,4,-0.6287599031104519,-0.619429943900942,-0.009329959209509964
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::8,,5,-0.7345421414787234,-0.7180721266938515,-0.016470014784871978
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y1::9,,3,-0.5046554304039085,-0.48276123908331076,-0.021894191320597722
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y2::1,,3,-0.48809475917401535,-0.4847820083323734,-0.0033127508416419538
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y2::10,,3,-0.49115664010411386,-0.4830399309131087,-0.008116709191005156
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y2::11,,4,-0.6430522789041755,-0.6109478776097118,-0.03210440129446368
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y2::2,,3,-0.4949007379817937,-0.46441163412460185,-0.030489103857191835
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y2::3,,4,-0.6406902426270806,-0.6263804398438931,-0.014309802783187497
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y2::4,,2,-0.3077538587645513,-0.29076361612456864,-0.016990242639982667
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y2::5,,4,-0.6362768010097651,-0.6161574729514537,-0.020119328058311403
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y2::6,,4,-0.6359389996798701,-0.6128017740517788,-0.023137225628091285
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y2::7,,4,-0.6289472477470521,-0.6191744147946926,-0.009772832952359534
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y2::8,,3,-0.47561594510252886,-0.48169200936418566,0.0060760642616567995
baseline,rephrased,weakness,human_vs_claude,vendi_slope,q=0..2,y2::9,,4,-0.6261618262496961,-0.6088871314812028,-0.017274694768493304
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::1,,4,0.0,0.015079772922185453,-0.015079772922185453
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::10,,4,0.0,0.008196308454159855,-0.008196308454159855
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::11,,4,0.0,0.012041459770986404,-0.012041459770986404
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::12,,4,0.0,0.007608418942076714,-0.007608418942076714
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::2,,3,0.0,0.011325260596432336,-0.011325260596432336
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::3,,4,0.0,0.03983697547842866,-0.03983697547842866
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::4,,4,0.0,0.01376225948653324,-0.01376225948653324
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::5,,4,0.0,0.005520100507946831,-0.005520100507946831
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::6,,4,0.0,0.021376519447044214,-0.021376519447044214
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::7,,4,0.0,0.018507595164627168,-0.018507595164627168
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::8,,5,0.0,0.015122961466708839,-0.015122961466708839
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::9,,3,0.0,0.0004476395810538038,-0.0004476395810538038
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::1,,3,0.0,0.012834793917570076,-0.012834793917570076
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::10,,3,0.0,0.008310555201085168,-0.008310555201085168
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::11,,4,0.0,0.011122394005451394,-0.011122394005451394
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::2,,3,0.0,0.001408019987516679,-0.001408019987516679
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::3,,4,0.0,0.006004594053381798,-0.006004594053381798
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::4,,2,0.0,0.007327344622330523,-0.007327344622330523
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::5,,4,0.0,0.0019122519487993123,-0.0019122519487993123
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::6,,4,0.0,0.00943140433094659,-0.00943140433094659
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::7,,4,0.0,0.008196759319119559,-0.008196759319119559
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::8,,3,0.0,0.011596055112106166,-0.011596055112106166
baseline,rephrased,weakness,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::9,,4,0.0,0.007203346181970596,-0.007203346181970596
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::1,,4,1.3763685255160747,1.3420614282883725,0.0343070972277022
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::10,,4,1.3819678999989102,1.5557855708250607,-0.17381767082615052
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::11,,4,1.2953391836481676,1.4080440574473072,-0.11270487379913963
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::12,,4,1.3322787594576704,1.442592448500293,-0.11031368904262262
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::2,,3,1.322618728051779,1.4356462998773474,-0.11302757182556844
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::3,,4,1.4056857830751273,1.3385734947459451,0.06711228832918215
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::4,,4,1.3521865281720558,1.4398889311890415,-0.08770240301698573
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::5,,4,1.3705536672763297,1.4792395356582442,-0.10868586838191452
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::6,,4,1.3884768360832973,1.4634757063386936,-0.07499887025539631
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::7,,4,1.350397557704791,1.426064613009095,-0.07566705530430395
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::8,,5,1.4072320506947062,1.460457409114595,-0.053225358419888735
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y1::9,,3,1.235110361495658,1.3595327841397464,-0.12442242264408843
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y2::1,,3,1.30851550264116,1.2537295987312342,0.05478590390992566
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y2::10,,3,1.2916046383892648,1.3241217392399505,-0.03251710085068571
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y2::11,,4,1.284222938414374,1.5577369700059138,-0.27351403159153986
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y2::2,,3,1.2794909737541975,1.4059300232102108,-0.12643904945601325
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y2::3,,4,1.2949053973674463,1.228896509340771,0.06600888802667515
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y2::4,,2,1.1785772190176866,1.2460727895500743,-0.06749557053238764
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y2::5,,4,1.3154980964962932,1.4492909531713578,-0.13379285667506458
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y2::6,,4,1.315959312967976,1.5105312885733375,-0.19457197560536144
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y2::7,,4,1.3520529197352216,1.5125869860275705,-0.1605340662923489
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y2::8,,3,1.3591933324774255,1.2950292536315207,0.0641640788459048
baseline,rephrased,weakness,human_vs_gemini,vendi,q=1,y2::9,,4,1.368565219545832,1.457755348474746,-0.08919012892891409
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::1,,4,2.7105802135996067,2.8180493436012575,-0.10746913000165081
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::10,,4,2.594381700481683,2.5803904576053336,0.013991242876349563
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::11,,4,2.927084871097388,2.6922419291688207,0.23484294192856714
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::12,,4,2.659229205127509,2.5865910531480636,0.07263815197944545
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::2,,3,1.7591164365852876,1.911046444244958,-0.15193000765967035
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::3,,4,2.5309531972345947,2.8311996504526475,-0.3002464532180529
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::4,,4,2.871922034825431,2.6387695007805947,0.23315253404483638
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::5,,4,2.7847168728450873,2.6151816758139796,0.16953519703110764
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::6,,4,2.8785024912028185,2.8744255305813824,0.004076960621436143
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::7,,4,2.5953908933879584,2.7219929193837764,-0.12660202599581805
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::8,,5,3.7093616303693295,3.5959299118597063,0.11343171850962319
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y1::9,,3,1.9549314787611163,1.9180412013634787,0.036890277397637616
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y2::1,,3,1.9389179970941404,1.9389412757103197,-2.3278616179345235e-05
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y2::10,,3,1.7631169200883914,1.8779469368939448,-0.11483001680555338
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y2::11,,4,2.947231921477975,2.702981951745503,0.24424996973247204
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y2::2,,3,1.9935636286706409,1.7041567723095497,0.2894068563610912
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y2::3,,4,2.8433489757236803,2.789546359654424,0.05380261606925618
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y2::5,,4,2.724157602214943,2.718976926290067,0.005180675924876255
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y2::6,,4,2.645468533106961,2.873320675990966,-0.22785214288400502
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y2::7,,4,2.779245133744203,2.7583408573071706,0.020904276437032188
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y2::8,,3,1.814530329039543,1.895328142009621,-0.08079781297007815
baseline,rephrased,weakness,human_vs_gemini,participation_ratio,,y2::9,,4,2.9754168054291332,2.7109853738109457,0.2644314316181875
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::1,,4,2.8464104051505426,2.9036271219621894,-0.05721671681164686
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::10,,4,2.773692382429483,2.7609731393388524,0.012719243090630439
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::11,,4,2.9633987338904304,2.8354720456703566,0.1279266882200738
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::12,,4,2.798759264527415,2.7632760669676624,0.03548319755975271
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::2,,3,1.8645596901005155,1.9531246560061308,-0.08856496590561536
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::3,,4,2.742696787501881,2.908945602542046,-0.1662488150401651
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::4,,4,2.9363734631416336,2.8027672934087766,0.133606169732857
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::5,,4,2.883458612808162,2.772817390601435,0.11064122220672701
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::6,,4,2.9363171059754403,2.9331854522925047,0.0031316536829355535
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::7,,4,2.7880258214457503,2.8508031606016413,-0.06277733915589101
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::8,,5,3.835585721581423,3.77545225111803,0.060133470463393124
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y1::9,,3,1.9769902201094014,1.9568279882255262,0.020162231883875226
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y2::1,,3,1.968578772348267,1.9684045548826643,0.00017421746560275508
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y2::10,,3,1.8670849384415793,1.9336094042314447,-0.06652446578986537
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y2::11,,4,2.97372981150251,2.8342926485853397,0.13943716291717045
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y2::2,,3,1.9967722919781676,1.8243308990871756,0.17244139289099203
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y2::3,,4,2.9173744445574514,2.8860585189750303,0.031315925582421134
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y2::5,,4,2.85887032734813,2.8443597173587865,0.014510609989343504
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y2::6,,4,2.8084566228601076,2.9352974389354203,-0.12684081607531272
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y2::7,,4,2.8823527760534198,2.875723411012877,0.0066293650405429005
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y2::8,,3,1.8986290414634668,1.943965471421367,-0.045336429957900215
baseline,rephrased,weakness,human_vs_gemini,effective_rank,,y2::9,,4,2.9873980204167605,2.841819790524235,0.14557822989252545
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,0.75,0.25
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::2,,3,1.0,0.9333333333333332,0.06666666666666676
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::3,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::4,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::5,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::6,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::7,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::8,,5,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::9,,3,1.0,0.19999999999999998,0.8
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::1,,3,1.0,0.9666666666666666,0.03333333333333344
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::10,,3,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::11,,4,1.0,0.0,1.0
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::2,,3,1.0,0.8,0.19999999999999996
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::3,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::4,,2,1.0,0.2,0.8
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::5,,4,1.0,0.9,0.09999999999999998
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::6,,4,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::7,,4,1.0,0.7,0.30000000000000004
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::8,,3,1.0,1.0,0.0
baseline,rephrased,weakness,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::9,,4,1.0,0.25,0.75
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::1,,4,-0.6237422373967951,-0.6310932675772613,0.007351030180466123
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::10,,4,-0.6220997553683092,-0.585060964264345,-0.03703879110396424
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::11,,4,-0.6407981433521928,-0.6170480805584576,-0.02375006279373515
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::12,,4,-0.632538608030969,-0.6093107660212842,-0.02322784200968475
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::2,,3,-0.4839026224145583,-0.45791065988370283,-0.02599196253085545
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::3,,4,-0.6169305996810298,-0.6318265328363074,0.014895933155277596
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::4,,4,-0.6292153729563286,-0.6101144905045798,-0.01910088245174879
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::5,,4,-0.6251597288230791,-0.601585809723963,-0.023573919099116103
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::6,,4,-0.6217963605350485,-0.6062596846372124,-0.015536675897836139
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::7,,4,-0.6287599031104519,-0.6134287876581913,-0.015331115452260624
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::8,,5,-0.7345421414787234,-0.7241486233124035,-0.010393518166319948
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y1::9,,3,-0.5046554304039085,-0.47608887708045555,-0.028566553323452926
baseline,rephrased,weakness,human_vs_gemini,vendi_slope,q=0..2,y2::1,,3,-0.48809475917401535,-0.500464899611104,0.012370140437088617
